p_index_int,"p_index_text",acc_int,"acc_tag","acc_txt","replaceText","namAut","shTitle"
435,"a00435",1936,"_1936_","a01936 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1936_','a00435') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Seed in the good ground, The "
436,"a00436",1932,"_1932_","a01932 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1932_','a00436') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Seed on the Rock, The "
437,"a00437",2104,"_2104_","a02104","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2104_','a00437') WHERE 1;","BEND, JOSEPH GROVE JOHN","Self-communion recommended"
438,"a00438",1896,"_1896_","a01896","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1896_','a00438') WHERE 1;","BEND, JOSEPH GROVE JOHN","Self-deceit of the wicked"
439,"a00439",1838,"_1838_","a01838","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1838_','a00439') WHERE 1;","BEND, JOSEPH GROVE JOHN","Self-examination, On"
440,"a00440",2040,"_2040_","a02040 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2040_','a00440') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Self-love "
441,"a00441",2053,"_2053_","a02053","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2053_','a00441') WHERE 1;","BEND, JOSEPH GROVE JOHN","Service of the Lord neither vain nor unprofitable, The"
442,"a00442",2004,"_2004_","a02004 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2004_','a00442') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Seventh Commandment, On the "
443,"a00443",1969,"_1969_","a01969 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1969_','a00443') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Simeon's Apostrophe "
444,"a00444",2019,"_2019_","a02019 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2019_','a00444') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Sinners, their allurements to be guarded against "
445,"a00445",2021,"_2021_","a02021 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2021_','a00445') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Sinners, their allurements to be guarded against "
446,"a00446",2041,"_2041_","a02041 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2041_','a00446') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Sins of Infirmity "
447,"a00447",1998,"_1998_","a01998 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1998_','a00447') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Slothful man & his lion, The "
448,"a00448",2026,"_2026_","a02026 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2026_','a00448') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Sorrow & heaviness of our Lord in Gethsemane, The "
449,"a00449",1956,"_1956_","a01956 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1956_','a00449') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Sorrow & mourning become all"
450,"a00450",2194,"_2194_","a02194","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2194_','a00450') WHERE 1;","BEND, JOSEPH GROVE JOHN","Speaking truth"
451,"a00451",1957,"_1957_","a01957 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1957_','a00451') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Spirit preventeth the works of the flesh, The "
452,"a00452",3783,"_3783_","a03783","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3783_','a00452') WHERE 1;","BEND, JOSEPH GROVE JOHN","Spiritual blessings bestowed on man, On the"
453,"a00453",2200,"_2200_","a02200","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2200_','a00453') WHERE 1;","BEND, JOSEPH GROVE JOHN","Spiritual or moral pride, On"
454,"a00454",1740,"_1740_","a01740","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1740_','a00454') WHERE 1;","BEND, JOSEPH GROVE JOHN","Spiritual Vigilance"
455,"a00455",2103,"_2103_","a02103","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2103_','a00455') WHERE 1;","BEND, JOSEPH GROVE JOHN","St John, Epistle 1: 3 Chapter, 8 Verse, On"
456,"a00456",2192,"_2192_","a02192","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2192_','a00456') WHERE 1;","BEND, JOSEPH GROVE JOHN","St John; Ch. 8, V. 10, 11"
457,"a00457",2187,"_2187_","a02187","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2187_','a00457') WHERE 1;","BEND, JOSEPH GROVE JOHN","St Peter's Denial of his Master, On"
458,"a00458",2173,"_2173_","a02173","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2173_','a00458') WHERE 1;","BEND, JOSEPH GROVE JOHN","St. John Baptist, For"
459,"a00459",2181,"_2181_","a02181","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2181_','a00459') WHERE 1;","BEND, JOSEPH GROVE JOHN","St. Paul's Choice"
460,"a00460",2042,"_2042_","a02042 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2042_','a00460') WHERE 1;","BEND, JOSEPH GROVE JOHN ","St. Paul's Discourse to Felix "
461,"a00461",1844,"_1844_","a01844","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1844_','a00461') WHERE 1;","BEND, JOSEPH GROVE JOHN","State between Death & the Resurrection, On a"
462,"a00462",1886,"_1886_","a01886","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1886_','a00462') WHERE 1;","BEND, JOSEPH GROVE JOHN","State of the wicked considered, The"
463,"a00463",1830,"_1830_","a01830","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1830_','a00463') WHERE 1;","BEND, JOSEPH GROVE JOHN","Success of Xtianity an evidence of its truth, The"
464,"a00464",1836,"_1836_","a01836","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1836_','a00464') WHERE 1;","BEND, JOSEPH GROVE JOHN","Summary of the arguments in favor of Christianity"
465,"a00465",2186,"_2186_","a02186","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2186_','a00465') WHERE 1;","BEND, JOSEPH GROVE JOHN","Superior excellence of Christ's preaching, The"
466,"a00466",2052,"_2052_","a02052","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2052_','a00466') WHERE 1;","BEND, JOSEPH GROVE JOHN","Superiority of the Gospel over Natural Religion, The"
467,"a00467",1937,"_1937_","a01937 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1937_','a00467') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Temptations offered to men "
468,"a00468",1882,"_1882_","a01882","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1882_','a00468') WHERE 1;","BEND, JOSEPH GROVE JOHN","Temptations, offered by Satan to Jesus, presented also to man, The"
469,"a00469",2007,"_2007_","a02007 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2007_','a00469') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Tenth Commandment, On the "
470,"a00470",2009,"_2009_","a02009 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2009_','a00470') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Tenth Commandment, On the "
471,"a00471",2035,"_2035_","a02035 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2035_','a00471') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Terms and Qualifications of successful prayers, The "
472,"a00472",2124,"_2124_","a02124","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2124_','a00472') WHERE 1;","BEND, JOSEPH GROVE JOHN","Thanksgiving 1797, For the"
473,"a00473",1809,"_1809_","a01809","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1809_','a00473') WHERE 1;","BEND, JOSEPH GROVE JOHN","Thanksgiving for national blessings"
474,"a00474",2022,"_2022_","a02022 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2022_','a00474') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Thanksgiving on Feb. 19, 1795, For the "
475,"a00475",2122,"_2122_","a02122","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2122_','a00475') WHERE 1;","BEND, JOSEPH GROVE JOHN","Thine is the kingdom"
476,"a00476",2066,"_2066_","a02066","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2066_','a00476') WHERE 1;","BEND, JOSEPH GROVE JOHN","Things in which we ought not, and that in which we may glory"
477,"a00477",2067,"_2067_","a02067","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2067_','a00477') WHERE 1;","BEND, JOSEPH GROVE JOHN","Things, in which we ought not, and that, in which we may glory"
478,"a00478",1803,"_1803_","a01803","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1803_','a00478') WHERE 1;","BEND, JOSEPH GROVE JOHN","Third commandment, On the"
479,"a00479",1914,"_1914_","a01914","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1914_','a00479') WHERE 1;","BEND, JOSEPH GROVE JOHN","Those who honor God"
480,"a00480",2075,"_2075_","a02075","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2075_','a00480') WHERE 1;","BEND, JOSEPH GROVE JOHN","Those, to whom there is no condemnation"
481,"a00481",2117,"_2117_","a02117","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2117_','a00481') WHERE 1;","BEND, JOSEPH GROVE JOHN","Thy kingdom come"
482,"a00482",2118,"_2118_","a02118","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2118_','a00482') WHERE 1;","BEND, JOSEPH GROVE JOHN","Thy will be done"
483,"a00483",1943,"_1943_","a01943 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1943_','a00483') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Tribulation of the world "
484,"a00484",1787,"_1787_","a01787","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1787_','a00484') WHERE 1;","BEND, JOSEPH GROVE JOHN","True faith in Christ, On"
485,"a00485",1765,"_1765_","a01765","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1765_','a00485') WHERE 1;","BEND, JOSEPH GROVE JOHN","Trust in God, On our"
486,"a00486",2126,"_2126_","a02126","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2126_','a00486') WHERE 1;","BEND, JOSEPH GROVE JOHN","Truth of Revelation, The"
487,"a00487",1852,"_1852_","a01852","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1852_','a00487') WHERE 1;","BEND, JOSEPH GROVE JOHN","Truth of the Old Testament"
488,"a00488",1814,"_1814_","a01814","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1814_','a00488') WHERE 1;","BEND, JOSEPH GROVE JOHN","Truth of the Scriptures of the New Testament, The"
489,"a00489",2162,"_2162_","a02162","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2162_','a00489') WHERE 1;","BEND, JOSEPH GROVE JOHN","Turning from sin to newness of life"
490,"a00490",2138,"_2138_","a02138","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2138_','a00490') WHERE 1;","BEND, JOSEPH GROVE JOHN","Uncertainty of life, & suddenness of death, The"
491,"a00491",2057,"_2057_","a02057","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2057_','a00491') WHERE 1;","BEND, JOSEPH GROVE JOHN","Unity"
492,"a00492",1904,"_1904_","a01904","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1904_','a00492') WHERE 1;","BEND, JOSEPH GROVE JOHN","Unity of God, The"
493,"a00493",1911,"_1911_","a01911","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1911_','a00493') WHERE 1;","BEND, JOSEPH GROVE JOHN","Universal Love & Charity"
494,"a00494",1757,"_1757_","a01757","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1757_','a00494') WHERE 1;","BEND, JOSEPH GROVE JOHN","Unsearchable Wisdom of God, in his dealings with men, On the"
495,"a00495",1985,"_1985_","a01985 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1985_','a00495') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Upright poor man & the perverse rich one "
496,"a00496",2039,"_2039_","a02039 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2039_','a00496') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Use and abuse of the World, The"
497,"a00497",1866,"_1866_","a01866","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1866_','a00497') WHERE 1;","BEND, JOSEPH GROVE JOHN","Veracity of God, On the"
498,"a00498",2102,"_2102_","a02102","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2102_','a00498') WHERE 1;","BEND, JOSEPH GROVE JOHN","Visionary schemes of happiness, On"
499,"a00499",2166,"_2166_","a02166","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2166_','a00499') WHERE 1;","BEND, JOSEPH GROVE JOHN","Visitation of the third District, For the"
500,"a00500",2167,"_2167_","a02167","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2167_','a00500') WHERE 1;","BEND, JOSEPH GROVE JOHN","Visitation-sermon"
501,"a00501",1996,"_1996_","a01996 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1996_','a00501') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Waiting patiently, till the change come "
502,"a00502",2050,"_2050_","a02050 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2050_','a00502') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Walking circumspectly "
503,"a00503",1845,"_1845_","a01845","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1845_','a00503') WHERE 1;","BEND, JOSEPH GROVE JOHN","Walking with God, On"
504,"a00504",1917,"_1917_","a01917","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1917_','a00504') WHERE 1;","BEND, JOSEPH GROVE JOHN","Walking worthy of ye Lord unto all pleasing"
505,"a00505",2207,"_2207_","a02207","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2207_','a00505') WHERE 1;","BEND, JOSEPH GROVE JOHN","Wealth, On"
506,"a00506",1758,"_1758_","a01758","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1758_','a00506') WHERE 1;","BEND, JOSEPH GROVE JOHN","Whitsunday, For"
507,"a00507",1843,"_1843_","a01843","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1843_','a00507') WHERE 1;","BEND, JOSEPH GROVE JOHN","Whitsunday, For"
508,"a00508",1945,"_1945_","a01945 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1945_','a00508') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Whitsunday, For "
509,"a00509",2034,"_2034_","a02034 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2034_','a00509') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Whitsunday, For "
510,"a00510",2109,"_2109_","a02109","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2109_','a00510') WHERE 1;","BEND, JOSEPH GROVE JOHN","Whitsunday, For"
511,"a00511",2143,"_2143_","a02143","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2143_','a00511') WHERE 1;","BEND, JOSEPH GROVE JOHN","Whitsunday, For"
512,"a00512",2093,"_2093_","a02093","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2093_','a00512') WHERE 1;","BEND, JOSEPH GROVE JOHN","Whole armour of God, The"
513,"a00513",2195,"_2195_","a02195","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2195_','a00513') WHERE 1;","BEND, JOSEPH GROVE JOHN","Wicked presume upon their Impunity"
514,"a00514",2110,"_2110_","a02110","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2110_','a00514') WHERE 1;","BEND, JOSEPH GROVE JOHN","Wickedness and destruction of the old world, On the"
515,"a00515",2125,"_2125_","a02125","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2125_','a00515') WHERE 1;","BEND, JOSEPH GROVE JOHN","Wickedness its own Punishment"
516,"a00516",2203,"_2203_","a02203","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2203_','a00516') WHERE 1;","BEND, JOSEPH GROVE JOHN","Wickedness of Christians no proof against Christianity, The"
517,"a00517",1766,"_1766_","a01766","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1766_','a00517') WHERE 1;","BEND, JOSEPH GROVE JOHN","Wisdom of God, On the"
518,"a00518",1938,"_1938_","a01938 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1938_','a00518') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Working "
519,"a00519",1912,"_1912_","a01912","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1912_','a00519') WHERE 1;","BEND, JOSEPH GROVE JOHN","Working with Fear & Trembling"
520,"a00520",2033,"_2033_","a02033 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2033_','a00520') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Worldly wisdom spiritually improved "
521,"a00521",1928,"_1928_","a01928 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1928_','a00521') WHERE 1;","BEND, JOSEPH GROVE JOHN ","Yoke of Christ easy, The "
522,"a00522",1741,"_1741_","a01741","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1741_','a00522') WHERE 1;","BEND, JOSEPH GROVE JOHN","Youth on being Sober-minded, To"
523,"a00523",2206,"_2206_","a02206","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2206_','a00523') WHERE 1;","BEND, JOSEPH GROVE JOHN","Zeal not according to knowledge, Of"
524,"a00524",235,"_235m_","a00235m","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_235m_','a00524') WHERE 1;","BITOUZEY, GERMAIN BARNABAS","Circumcision, On the"
525,"a00525",235,"_235l_","a00235l","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_235l_','a00525') WHERE 1;","BITOUZEY, GERMAIN BARNABAS","Day of judgment, On the"
526,"a00526",235,"_235p_","a00235p","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_235p_','a00526') WHERE 1;","BITOUZEY, GERMAIN BARNABAS","Dispositions necessary to receive profitably the Sacrament of penance, Of the"
527,"a00527",235,"_235s_","a00235s","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_235s_','a00527') WHERE 1;","BITOUZEY, GERMAIN BARNABAS","Happiness, On"
528,"a00528",235,"_235t_","a00235t","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_235t_','a00528') WHERE 1;","BITOUZEY, GERMAIN BARNABAS","Infallibility of the Church, On the"
529,"a00529",235,"_235r_","a00235r","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_235r_','a00529') WHERE 1;","BITOUZEY, GERMAIN BARNABAS","Protestant and Catholic churches, On the"
530,"a00530",235,"_235o_","a00235o","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_235o_','a00530') WHERE 1;","BITOUZEY, GERMAIN BARNABAS","Sacrament of penance, On the"
531,"a00531",235,"_235n_","a00235n","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_235n_','a00531') WHERE 1;","BITOUZEY, GERMAIN BARNABAS","Swearing, On"
532,"a00532",235,"_235q_","a00235q","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_235q_','a00532') WHERE 1;","BITOUZEY, GERMAIN BARNABAS","True religion, On"
533,"a00533",656,"_656_","a00656","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_656_','a00533') WHERE 1;","BLAIR, JOHN DURBARROW","All is Vanity & Vexation of Spirit"
534,"a00534",642,"_642_","a00642","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_642_','a00534') WHERE 1;","BLAIR, JOHN DURBARROW","Belief in Christ"
535,"a00535",657,"_657_","a00657","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_657_','a00535') WHERE 1;","BLAIR, JOHN DURBARROW","Danger of Mocking Religion, The"
536,"a00536",641,"_641_","a00641","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_641_','a00536') WHERE 1;","BLAIR, JOHN DURBARROW","Denial of the Existence of God, The"
537,"a00537",633,"_633_","a00633","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_633_','a00537') WHERE 1;","BLAIR, JOHN DURBARROW","Divinity of Christ & the Truth of His Revelation, The"
538,"a00538",639,"_639_","a00639","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_639_','a00538') WHERE 1;","BLAIR, JOHN DURBARROW","Doctrine of the Triune God, The"
539,"a00539",649,"_649_","a00649","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_649_','a00539') WHERE 1;","BLAIR, JOHN DURBARROW","Duty of Parents to Educate their Children, The"
540,"a00540",644,"_644_","a00644","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_644_','a00540') WHERE 1;","BLAIR, JOHN DURBARROW","Earth a Place of Troubles, The"
541,"a00541",659,"_659_","a00659","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_659_','a00541') WHERE 1;","BLAIR, JOHN DURBARROW","End and the Means, The"
542,"a00542",666,"_666_","a00666","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_666_','a00542') WHERE 1;","BLAIR, JOHN DURBARROW","Evening Prayer, On"
543,"a00543",662,"_662_","a00662","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_662_','a00543') WHERE 1;","BLAIR, JOHN DURBARROW","Force of Truth, The"
544,"a00544",648,"_648_","a00648","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_648_','a00544') WHERE 1;","BLAIR, JOHN DURBARROW","Funeral Sermon for Mrs. Nancy Austin"
545,"a00545",646,"_646_","a00646","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_646_','a00545') WHERE 1;","BLAIR, JOHN DURBARROW","Gospel No Cause for Shame, The"
546,"a00546",664,"_664_","a00664","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_664_','a00546') WHERE 1;","BLAIR, JOHN DURBARROW","Hour of Christ, The"
547,"a00547",635,"_635_","a00635","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_635_','a00547') WHERE 1;","BLAIR, JOHN DURBARROW","Hypocrisy in Religion"
548,"a00548",638,"_638_","a00638","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_638_','a00548') WHERE 1;","BLAIR, JOHN DURBARROW","Impiety & Folly of Dependence upon the World, The"
549,"a00549",663,"_663_","a00663","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_663_','a00549') WHERE 1;","BLAIR, JOHN DURBARROW","Importance of Knowledge, The"
550,"a00550",650,"_650_","a00650","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_650_','a00550') WHERE 1;","BLAIR, JOHN DURBARROW","Joy of Keeping Sacred the Lord's Day, The"
551,"a00551",665,"_665_","a00665","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_665_','a00551') WHERE 1;","BLAIR, JOHN DURBARROW","Let us run with Patience the Race"
552,"a00552",661,"_661_","a00661","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_661_','a00552') WHERE 1;","BLAIR, JOHN DURBARROW","Living a Holy Life"
553,"a00553",640,"_640_","a00640","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_640_','a00553') WHERE 1;","BLAIR, JOHN DURBARROW","Necessity of Watchfulness & Prayer, The"
554,"a00554",658,"_658_","a00658","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_658_','a00554') WHERE 1;","BLAIR, JOHN DURBARROW","Neither Poverty Nor Riches"
555,"a00555",660,"_660_","a00660","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_660_','a00555') WHERE 1;","BLAIR, JOHN DURBARROW","Observance of God's Commandments, The"
556,"a00556",653,"_653_","a00653","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_653_','a00556') WHERE 1;","BLAIR, JOHN DURBARROW","Peace and Tribulation"
557,"a00557",647,"_647_","a00647","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_647_','a00557') WHERE 1;","BLAIR, JOHN DURBARROW","Race for Heaven, The"
558,"a00558",634,"_634_","a00634","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_634_','a00558') WHERE 1;","BLAIR, JOHN DURBARROW","Reforming from Vicious Habits"
559,"a00559",637,"_637_","a00637","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_637_','a00559') WHERE 1;","BLAIR, JOHN DURBARROW","Religious Education of Children, The"
560,"a00560",643,"_643_","a00643","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_643_','a00560') WHERE 1;","BLAIR, JOHN DURBARROW","Second Coming, The"
561,"a00561",636,"_636_","a00636","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_636_','a00561') WHERE 1;","BLAIR, JOHN DURBARROW","Sermon on Acts 2[4]. 25"
562,"a00562",632,"_632_","a00632","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_632_','a00562') WHERE 1;","BLAIR, JOHN DURBARROW","Sermon Preached at the Death of General Washington"
563,"a00563",667,"_667_","a00667","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_667_','a00563') WHERE 1;","BLAIR, JOHN DURBARROW","Sermons preached after 1800 by John Durbarrow Blair "
564,"a00564",645,"_645_","a00645","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_645_','a00564') WHERE 1;","BLAIR, JOHN DURBARROW","Set thine House in Order"
565,"a00565",651,"_651_","a00651","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_651_','a00565') WHERE 1;","BLAIR, JOHN DURBARROW","Temple of God on Earth, The"
566,"a00566",652,"_652_","a00652","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_652_','a00566') WHERE 1;","BLAIR, JOHN DURBARROW","Tenderness and Mercy of God, The"
567,"a00567",631,"_631_","a00631","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_631_','a00567') WHERE 1;","BLAIR, JOHN DURBARROW","Thanksgiving Sermon, A, in consequence of the President's Proclamation"
568,"a00568",655,"_655_","a00655","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_655_','a00568') WHERE 1;","BLAIR, JOHN DURBARROW","Wisdom, Money, and Knowledge"
